,componente,ano_faixa,unidade_tematica,objeto_conhecimento,habilidades,eixo,campo_atuacao,praticas_linguagem,cod_hab,descricao_cod
505,História,7º,A organização do poder e as dinâmicas do mundo colonial americano,"A conquista da América e as formas de organização política dos indígenas e europeus: conflitos, dominação e conciliação","(EF07HI08) Descrever as formas de organização das sociedades americanas no tempo da conquista com vistas à compreensão dos mecanismos de alianças, confrontos e resistências.",,,,EF07HI08,"Descrever as formas de organização das sociedades americanas no tempo da conquista com vistas à compreensão dos mecanismos de alianças, confrontos e resistências."
506,História,7º,A organização do poder e as dinâmicas do mundo colonial americano,"A conquista da América e as formas de organização política dos indígenas e europeus: conflitos, dominação e conciliação",(EF07HI09) Analisar os diferentes impactos da conquista europeia da América para as populações ameríndias e identificar as formas de resistência.,,,,EF07HI09,Analisar os diferentes impactos da conquista europeia da América para as populações ameríndias e identificar as formas de resistência.
507,História,7º,A organização do poder e as dinâmicas do mundo colonial americano,"A estruturação dos vice-reinos nas Américas
Resistências indígenas, invasões e expansão na América portuguesa","(EF07HI10) Analisar, com base em documentos históricos, diferentes interpretações sobre as dinâmicas das sociedades americanas no período colonial.",,,,EF07HI10,"Analisar, com base em documentos históricos, diferentes interpretações sobre as dinâmicas das sociedades americanas no período colonial."
508,História,7º,A organização do poder e as dinâmicas do mundo colonial americano,"A estruturação dos vice-reinos nas Américas
Resistências indígenas, invasões e expansão na América portuguesa",(EF07HI11) Analisar a formação histórico-geográfica do território da América portuguesa por meio de mapas históricos.,,,,EF07HI11,Analisar a formação histórico-geográfica do território da América portuguesa por meio de mapas históricos.
509,História,7º,A organização do poder e as dinâmicas do mundo colonial americano,"A estruturação dos vice-reinos nas Américas
Resistências indígenas, invasões e expansão na América portuguesa","(EF07HI12) Identificar a distribuição territorial da população brasileira em diferentes épocas, considerando a diversidade étnico-racial e étnico-cultural (indígena, africana, europeia e asiática).",,,,EF07HI12,"Identificar a distribuição territorial da população brasileira em diferentes épocas, considerando a diversidade étnico-racial e étnico-cultural (indígena, africana, europeia e asiática)."
510,História,7º,Lógicas comerciais e mercantis da modernidade,As lógicas mercantis e o domínio europeu sobre os mares e o contraponto Oriental,(EF07HI13) Caracterizar a ação dos europeus e suas lógicas mercantis visando ao domínio no mundo atlântico.,,,,EF07HI13,Caracterizar a ação dos europeus e suas lógicas mercantis visando ao domínio no mundo atlântico.
511,História,7º,Lógicas comerciais e mercantis da modernidade,As lógicas mercantis e o domínio europeu sobre os mares e o contraponto Oriental,(EF07HI14) Descrever as dinâmicas comerciais das sociedades americanas e africanas e analisar suas interações com outras sociedades do Ocidente e do Oriente.,,,,EF07HI14,Descrever as dinâmicas comerciais das sociedades americanas e africanas e analisar suas interações com outras sociedades do Ocidente e do Oriente.
512,História,7º,Lógicas comerciais e mercantis da modernidade,"As lógicas internas das sociedades africanas
As formas de organização das sociedades ameríndias
A escravidão moderna e o tráfico de escravizados",(EF07HI15) Discutir o conceito de escravidão moderna e suas distinções em relação ao escravismo antigo e à servidão medieval.,,,,EF07HI15,Discutir o conceito de escravidão moderna e suas distinções em relação ao escravismo antigo e à servidão medieval.
513,História,7º,Lógicas comerciais e mercantis da modernidade,"As lógicas internas das sociedades africanas
As formas de organização das sociedades ameríndias
A escravidão moderna e o tráfico de escravizados","(EF07HI16) Analisar os mecanismos e as dinâmicas de comércio de escravizados em suas diferentes fases, identificando os agentes responsáveis pelo tráfico e as regiões e zonas africanas de procedência dos escravizados.",,,,EF07HI16,"Analisar os mecanismos e as dinâmicas de comércio de escravizados em suas diferentes fases, identificando os agentes responsáveis pelo tráfico e as regiões e zonas africanas de procedência dos escravizados."
514,História,7º,Lógicas comerciais e mercantis da modernidade,A emergência do capitalismo,(EF07HI17) Discutir as razões da passagem do mercantilismo para o capitalismo.,,,,EF07HI17,Discutir as razões da passagem do mercantilismo para o capitalismo.
515,História,8º,O mundo contemporâneo: o Antigo Regime em crise,A questão do iluminismo e da ilustração,(EF08HI01) Identificar os principais aspectos conceituais do iluminismo e do liberalismo e discutir a relação entre eles e a organização do mundo contemporâneo.,,,,EF08HI01,Identificar os principais aspectos conceituais do iluminismo e do liberalismo e discutir a relação entre eles e a organização do mundo contemporâneo.
516,História,8º,O mundo contemporâneo: o Antigo Regime em crise,As revoluções inglesas e os princípios do liberalismo,(EF08HI02) Identificar as particularidades político-sociais da Inglaterra do século XVII e analisar os desdobramentos posteriores à Revolução Gloriosa.,,,,EF08HI02,Identificar as particularidades político-sociais da Inglaterra do século XVII e analisar os desdobramentos posteriores à Revolução Gloriosa.
517,História,8º,O mundo contemporâneo: o Antigo Regime em crise,"Revolução Industrial e seus impactos na produção e circulação de povos, produtos e culturas","(EF08HI03) Analisar os impactos da Revolução Industrial na produção e circulação de povos, produtos e culturas.",,,,EF08HI03,"Analisar os impactos da Revolução Industrial na produção e circulação de povos, produtos e culturas."
518,História,8º,O mundo contemporâneo: o Antigo Regime em crise,Revolução Francesa e seus desdobramentos,(EF08HI04) Identificar e relacionar os processos da Revolução Francesa e seus desdobramentos na Europa e no mundo.,,,,EF08HI04,Identificar e relacionar os processos da Revolução Francesa e seus desdobramentos na Europa e no mundo.
519,História,8º,O mundo contemporâneo: o Antigo Regime em crise,Rebeliões na América portuguesa: as conjurações mineira e baiana,"(EF08HI05) Explicar os movimentos e as rebeliões da América portuguesa, articulando as temáticas locais e suas interfaces com processos ocorridos na Europa e nas Américas.",,,,EF08HI05,"Explicar os movimentos e as rebeliões da América portuguesa, articulando as temáticas locais e suas interfaces com processos ocorridos na Europa e nas Américas."
520,História,8º,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil","(EF08HI06) Aplicar os conceitos de Estado, nação, território, governo e país para o entendimento de conflitos e tensões.",,,,EF08HI06,"Aplicar os conceitos de Estado, nação, território, governo e país para o entendimento de conflitos e tensões."
521,História,8º,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil","(EF08HI07) Identificar e contextualizar as especificidades dos diversos processos de independência nas Américas, seus aspectos populacionais e suas conformações territoriais.",,,,EF08HI07,"Identificar e contextualizar as especificidades dos diversos processos de independência nas Américas, seus aspectos populacionais e suas conformações territoriais."
522,História,8º,Os processos de independência nas Américas,"Independência dos Estados Unidos da América 
Independências na América espanhola
• A revolução dos escravizados em São Domingo e seus múltiplos significados e desdobramentos: o caso do Haiti
Os caminhos até a independência do Brasil",(EF08HI08) Conhecer o ideário dos líderes dos movimentos independentistas e seu papel nas revoluções que levaram à independência das colônias hispano-americanas.,,,,EF08HI08,Conhecer o ideário dos líderes dos movimentos independentistas e seu papel nas revoluções que levaram à independência das colônias hispano-americanas.
