,COMPONENTE,ANO/FAIXA,UNIDADES TEMÁTICAS,OBJETOS DE CONHECIMENTO,HABILIDADES
37,Geografia,4º,Conexões e escalas,Unidades político-administrativas do Brasil,"(EF04GE05) Distinguir unidades político-administrativas oficiais nacionais (Distrito, Município, Unidade da Federação e grande região), suas fronteiras e sua hierarquia, localizando seus lugares de vivência."
38,Geografia,4º,Conexões e escalas,Territórios étnico-culturais,"(EF04GE06) Identificar e descrever territórios étnico-culturais existentes no Brasil, tais como terras indígenas e de comunidades remanescentes de quilombos, reconhecendo a legitimidade da demarcação desses territórios."
39,Geografia,4º,Mundo do trabalho,Trabalho no campo e na cidade,(EF04GE07) Comparar as características do trabalho no campo e na cidade.
40,Geografia,4º,Mundo do trabalho,"Produção, circulação e consumo","(EF04GE08) Descrever e discutir o processo de produção (transformação de matérias-primas), circulação e consumo de diferentes produtos."
41,Geografia,4º,Formas de representação e pensamento espacial,Sistema de orientação,(EF04GE09) Utilizar as direções cardeais na localização de componentes físicos e humanos nas paisagens rurais e urbanas.
42,Geografia,4º,Formas de representação e pensamento espacial,Elementos constitutivos dos mapas,"(EF04GE10) Comparar tipos variados de mapas, identificando suas características, elaboradores, finalidades, diferenças e semelhanças."
43,Geografia,4º,"Natureza, ambientes e qualidade de vida",Conservação e degradação da natureza,"(EF04GE11) Identificar as características das paisagens naturais e antrópicas (relevo, cobertura vegetal, rios etc.) no ambiente em que vive, bem como a ação humana na conservação ou degradação dessas áreas."
44,Geografia,5º,O sujeito e seu lugar no mundo,Dinâmica populacional,"(EF05GE01) Descrever e analisar dinâmicas populacionais na Unidade da Federação em que vive, estabelecendo relações entre migrações e condições de infraestrutura."
45,Geografia,5º,O sujeito e seu lugar no mundo,Diferenças étnico-raciais e étnico-culturais e desigualdades sociais,(EF05GE02) Identificar diferenças étnico-raciais e étnico-culturais e desigualdades sociais entre grupos em diferentes territórios.
46,Geografia,5º,Conexões e escalas,"Território, redes e urbanização","(EF05GE03) Identificar as formas e funções das cidades e analisar as mudanças sociais, econômicas e ambientais provocadas pelo seu crescimento."
47,Geografia,5º,Conexões e escalas,"Território, redes e urbanização",(EF05GE04) Reconhecer as características da cidade e analisar as interações entre a cidade e o campo e entre cidades na rede urbana.
48,Geografia,5º,Mundo do trabalho,Trabalho e inovação tecnológica,"(EF05GE05) Identificar e comparar as mudanças dos tipos de trabalho e desenvolvimento tecnológico na agropecuária, na indústria, no comércio e nos serviços."
49,Geografia,5º,Mundo do trabalho,Trabalho e inovação tecnológica,(EF05GE06) Identificar e comparar transformações dos meios de transporte e de comunicação.
50,Geografia,5º,Mundo do trabalho,Trabalho e inovação tecnológica,"(EF05GE07) Identificar os diferentes tipos de energia utilizados na produção industrial, agrícola e extrativa e no cotidiano das populações."
51,Geografia,5º,Formas de representação e pensamento espacial,Mapas e imagens de satélite,"(EF05GE08) Analisar transformações de paisagens nas cidades, comparando sequência de fotografias, fotografias aéreas e imagens de satélite de épocas diferentes."
52,Geografia,5º,Formas de representação e pensamento espacial,Representação das cidades e do espaço urbano,"(EF05GE09) Estabelecer conexões e hierarquias entre diferentes cidades, utilizando mapas temáticos e representações gráficas."
53,Geografia,5º,"Natureza, ambientes e qualidade de vida",Qualidade ambiental,"(EF05GE10) Reconhecer e comparar atributos da qualidade ambiental e algumas formas de poluição dos cursos de água e dos oceanos (esgotos, efluentes industriais, marés negras etc.)."
54,Geografia,5º,"Natureza, ambientes e qualidade de vida",Diferentes tipos de poluição,"(EF05GE11) Identificar e descrever problemas ambientais que ocorrem no entorno da escola e da residência (lixões, indústrias poluentes, destruição do patrimônio histórico etc.), propondo soluções (inclusive tecnológicas) para esses problemas."
55,Geografia,5º,"Natureza, ambientes e qualidade de vida",Gestão pública da qualidade de vida,"(EF05GE12) Identificar órgãos do poder público e canais de participação social responsáveis por buscar soluções para a melhoria da qualidade de vida (em áreas como meio ambiente, mobilidade, moradia e direito à cidade) e discutir as propostas implementadas por esses órgãos que afetam a comunidade em que vive."
56,Geografia,6º,O sujeito e seu lugar no mundo,Identidade sociocultural,(EF06GE01) Comparar modificações das paisagens nos lugares de vivência e os usos desses lugares em diferentes tempos.
57,Geografia,6º,O sujeito e seu lugar no mundo,Identidade sociocultural,"(EF06GE02) Analisar modificações de paisagens por diferentes tipos de sociedade, com destaque para os povos originários."
58,Geografia,6º,Conexões e escalas,Relações entre os componentes físico-naturais,"(EF06GE03) Descrever os movimentos do planeta e sua relação com a circulação geral da atmosfera, o tempo atmosférico e os padrões climáticos."
59,Geografia,6º,Conexões e escalas,Relações entre os componentes físico-naturais,"(EF06GE04) Descrever o ciclo da água, comparando o escoamento superficial no ambiente urbano e rural, reconhecendo os principais componentes da morfologia das bacias e das redes hidrográficas e a sua localização no modelado da superfície terrestre e da cobertura vegetal."
60,Geografia,6º,Conexões e escalas,Relações entre os componentes físico-naturais,"(EF06GE05) Relacionar padrões climáticos, tipos de solo, relevo e formações vegetais."
61,Geografia,6º,Mundo do trabalho,Transformação das paisagens naturais e antrópicas,(EF06GE06) Identificar as características das paisagens transformadas pelo trabalho humano a partir do desenvolvimento da agropecuária e do processo de industrialização.
62,Geografia,6º,Mundo do trabalho,Transformação das paisagens naturais e antrópicas,(EF06GE07) Explicar as mudanças na interação humana com a natureza a partir do surgimento das cidades.
63,Geografia,6º,Formas de representação e pensamento espacial,Fenômenos naturais e sociais representados de diferentes maneiras,(EF06GE08) Medir distâncias na superfície pelas escalas gráficas e numéricas dos mapas.
64,Geografia,6º,Formas de representação e pensamento espacial,Fenômenos naturais e sociais representados de diferentes maneiras,"(EF06GE09) Elaborar modelos tridimensionais, blocos-diagramas e perfis topográficos e de vegetação, visando à representação de elementos e estruturas da superfície terrestre."
65,Geografia,6º,"Natureza, ambientes e qualidade de vida",Biodiversidade e ciclo hidrológico,"(EF06GE10) Explicar as diferentes formas de uso do solo (rotação de terras, terraceamento, aterros etc.) e de apropriação dos recursos hídricos (sistema de irrigação, tratamento e redes de distribuição), bem como suas vantagens e desvantagens em diferentes épocas e lugares."
66,Geografia,6º,"Natureza, ambientes e qualidade de vida",Biodiversidade e ciclo hidrológico,"(EF06GE11) Analisar distintas interações das sociedades com a natureza, com base na distribuição dos componentes físico-naturais, incluindo as transformações da biodiversidade local e do mundo."
67,Geografia,6º,"Natureza, ambientes e qualidade de vida",Biodiversidade e ciclo hidrológico,"(EF06GE12) Identificar o consumo dos recursos hídricos e o uso das principais bacias hidrográficas no Brasil e no mundo, enfatizando as transformações nos ambientes urbanos."
68,Geografia,6º,"Natureza, ambientes e qualidade de vida",Atividades humanas e dinâmica climática,"(EF06GE13) Analisar consequências, vantagens e desvantagens das práticas humanas na dinâmica climática (ilha de calor etc.)."
69,Geografia,7º,O sujeito e seu lugar no mundo,Ideias e concepções sobre a formação territorial do Brasil,"(EF07GE01) Avaliar, por meio de exemplos extraídos dos meios de comunicação, ideias e estereótipos acerca das paisagens e da formação territorial do Brasil."
70,Geografia,7º,Conexões e escalas,Formação territorial do Brasil,"(EF07GE02) Analisar a influência dos fluxos econômicos e populacionais na formação socioeconômica e territorial do Brasil, compreendendo os conflitos e as tensões históricas e contemporâneas."
71,Geografia,7º,Conexões e escalas,Formação territorial do Brasil,"(EF07GE03) Selecionar argumentos que reconheçam as territorialidades dos povos indígenas originários, das comunidades remanescentes de quilombos, de povos das florestas e do cerrado, de ribeirinhos e caiçaras, entre outros grupos sociais do campo e da cidade, como direitos legais dessas comunidades."
72,Geografia,7º,Conexões e escalas,Características da população brasileira,"(EF07GE04) Analisar a distribuição territorial da população brasileira, considerando a diversidade étnico-cultural (indígena, africana, europeia e asiática), assim como aspectos de renda, sexo e idade nas regiões brasileiras."
73,Geografia,7º,Mundo do trabalho,"Produção, circulação e consumo de mercadorias",(EF07GE05) Analisar fatos e situações representativas das alterações ocorridas entre o período mercantilista e o advento do capitalismo.
74,Geografia,7º,Mundo do trabalho,"Produção, circulação e consumo de mercadorias","(EF07GE06) Discutir em que medida a produção, a circulação e o consumo de mercadorias provocam impactos ambientais, assim como influem na distribuição de riquezas, em diferentes lugares."
75,Geografia,7º,Mundo do trabalho,Desigualdade social e o trabalho,(EF07GE07) Analisar a influência e o papel das redes de transporte e comunicação na configuração do território brasileiro.
76,Geografia,7º,Mundo do trabalho,Desigualdade social e o trabalho,(EF07GE08) Estabelecer relações entre os processos de industrialização e inovação tecnológica com as transformações socioeconômicas do território brasileiro.
77,Geografia,7º,Formas de representação e pensamento espacial,Mapas temáticos do Brasil,"(EF07GE09) Interpretar e elaborar mapas temáticos e históricos, inclusive utilizando tecnologias digitais, com informações demográficas e econômicas do Brasil (cartogramas), identificando padrões espaciais, regionalizações e analogias espaciais."
78,Geografia,7º,Formas de representação e pensamento espacial,Mapas temáticos do Brasil,"(EF07GE10) Elaborar e interpretar gráficos de barras, gráficos de setores e histogramas, com base em dados socioeconômicos das regiões brasileiras."
79,Geografia,7º,"Natureza, ambientes e qualidade de vida",Biodiversidade brasileira,"(EF07GE11) Caracterizar dinâmicas dos componentes físico-naturais no território nacional, bem como sua distribuição e biodiversidade (Florestas Tropicais, Cerrados, Caatingas, Campos Sulinos e Matas de Araucária)."
80,Geografia,7º,"Natureza, ambientes e qualidade de vida",Biodiversidade brasileira,"(EF07GE12) Comparar unidades de conservação existentes no Município de residência e em outras localidades brasileiras, com base na organização do Sistema Nacional de Unidades de Conservação (SNUC)."
